id,sendTime,sendTimePersian,parentSendTime,parentSendTimePersian,parentId,parentSenderName,parentSenderUsername,parentSenderProfileImage,parentContent,senderName,senderUsername,senderProfileImage,content,type,finalPullDatePersian
460065392,2025-11-01T15:07:08Z,1404/08/10 18:37,2025-11-01T08:59:31Z,1404/08/10 12:29,460058904,حامی,hmok,7ad7b14c-6064-4a16-8ce8-ad8db3414525,"#کفرآور چه حجم بدی داره میخوره رو مقاومت 
یعنی دارن خالی میکنن؟",TRAIDER121,rezamaryam2468,5d74a33e-5e8c-4f82-93f6-21e7bc2546f0,"از فردا کفرآور راهش مشخص میشه
نمادی با تنها ۱۸۰ میلیون برگ سهم👌",quote,
